GEN	1	<<	Narr_01: Genesis	#19		1	GENESIS *~*GENESIS 1
2KI	1	12	Narr_12: 2_Kings	#11		13036	" {12} Elijah replied,"
2KI	1	12	Elijah	#13		13037	" << If I am a man of God, may fire come down from heaven and consume you and your fifty men!>>"
2KI	1	12	Narr_12: 2_Kings	#11		13038	 Then the fire of God fell from heaven and consumed him and his fifty men.
2KI	1	13	Narr_12: 2_Kings	#11		13039	" {13} So the king sent a third captain with his fifty men. This third captain went up and fell on his knees before Elijah. He begged,"
2KI	1	13	Captain #3	#03		13040	" << Man of God, please have respect for my life and the lives of these fifty men, your servants!"
2KI	1	14	Captain #3	#03		13041	" {14} See, fire has fallen from heaven and consumed the first two captains and all their men. But now have respect for my life!>>"
2KI	1	15	Narr_12: 2_Kings	#11		13042	" {15} The angel of the Lord said to Elijah,"
2KI	1	15	Angel-FX1	#10		13043	 << Go down with him; do not be afraid of him.>>
2KI	1	15	Narr_12: 2_Kings	#11		13044	" So Elijah got up and went down with him to the king. {16} He told the king,"
2KI	1	16	Elijah	#13		13045	 << This is what the Lord says:
2KI	1	16	Elijah	#13		13046	" Is it because there is no God in Israel for you to consult that you have sent messengers to consult Baal-Zebub, the god of Ekron?"
2KI	1	16	Elijah	#13		13047	" Because you have done this, you will never leave the bed you are lying on. You will certainly die!>>"
2KI	1	17	Narr_12: 2_Kings	#11		13048	" {17} So he died, according to the word of the Lord that Elijah had spoken."
2KI	1	17	Narr_12: 2_Kings	#11		13049	" Because Ahaziah had no son, Joram succeeded him as king in the second year of Jehoram son of Jehoshaphat king of Judah."
2KI	1	18	Narr_12: 2_Kings	#11		13050	" {18} As for all the other events of Ahaziah's reign, and what he did, are they not written in the book of the annals of the kings of Israel?*~**~*||||| + 2 SECs |||||*~*"
2KI	2	<<	Narr_12: 2_Kings	#11		13051	2 KINGS 2
2KI	2	1	Narr_12: 2_Kings	#11		13052	" {1} When the Lord was about to take Elijah up to heaven in a whirlwind, Elijah and Elisha were on their way from Gilgal. {2} Elijah said to Elisha,"
2KI	2	2	Elijah	#13		13053	 << Stay here; the Lord has sent me to Bethel.>>
2KI	2	2	Narr_12: 2_Kings	#11		13054	" But Elisha said,"
2KI	2	2	Elisha	#02		13055	" << As surely as the Lord lives and as you live, I will not leave you.>>"
2KI	2	2	Narr_12: 2_Kings	#11		13056	" So they went down to Bethel. {3} The company of the prophets at Bethel came out to Elisha and asked,"
2KI	2	3	Man	#09		13057	 << Do you know that the Lord is going to take your master from you today?>>
2KI	2	3	Narr_12: 2_Kings	#11		13058	" Elisha replied,"
2KI	2	3	Elisha	#02		13059	" << Yes, I know, but do not speak of it."
2KI	2	4	Narr_12: 2_Kings	#11		13060	" {4} Then Elijah said to him,"
2KI	2	4	Elijah	#13		13061	" << Stay here, Elisha; the Lord has sent me to Jericho.>>"
2KI	2	4	Narr_12: 2_Kings	#11		13062	" And he replied,"
2KI	2	4	Elisha	#02		13063	" << As surely as the Lord lives and as you live, I will not leave you.>>"
2KI	2	4	Narr_12: 2_Kings	#11		13064	" So they went to Jericho. {5} The company of the prophets at Jericho went up to Elisha and asked him,"
2KI	2	5	Man	#04		13065	 << Do you know that the Lord is going to take your master from you today?>>
2KI	2	5	Narr_12: 2_Kings	#11		13066	" He replied,"
2KI	2	5	Elisha	#02		13067	" <<Yes, I know, but do not speak of it.>>"
2KI	2	6	Narr_12: 2_Kings	#11		13068	" {6} Then Elijah said to him,"
2KI	2	6	Elijah	#13		13069	 << Stay here; the Lord has sent me to the Jordan.>>
2KI	2	6	Narr_12: 2_Kings	#11		13070	" And he replied,"
2KI	2	6	Elisha	#02		13071	" << As surely as the Lord lives and as you live, I will not leave you.>>"
2KI	2	6	Narr_12: 2_Kings	#11		13072	" So the two of them walked on. {7} Fifty men of the company of the prophets went and stood at a distance, facing the place where Elijah and Elisha had stopped at the Jordan."
2KI	2	8	Narr_12: 2_Kings	#11		13073	" {8} Elijah took his cloak, rolled it up and struck the water with it. The water divided to the right and to the left, and the two of them crossed over on dry ground."
2KI	2	9	Narr_12: 2_Kings	#11		13074	" {9} When they had crossed, Elijah said to Elisha,"
2KI	2	9	Elijah	#13		13075	" << Tell me, what can I do for you before I am taken from you?>>"
2KI	2	9	Narr_12: 2_Kings	#11		13076	" Elisha replied,"
2KI	2	9	Elisha	#02		13077	" << Let me inherit a double portion of your spirit,>>"
2KI	2	10	Narr_12: 2_Kings	#11		13078	" {10} Elijah said,"
2KI	2	10	Elijah	#13		13079	" << You have asked a difficult thing, yet if you see me when I am taken from you, it will be yours--otherwise not.>>"
2KI	2	11	Narr_12: 2_Kings	#11		13080	" {11} As they were walking along and talking together, suddenly a chariot of fire and horses of fire appeared and separated the two of them, and Elijah went up to heaven in a whirlwind."
2KI	2	12	Narr_12: 2_Kings	#11		13081	" {12} Elisha saw this and cried out,"
2KI	2	12	Elisha	#02		13082	 << My father! My father! The chariots and horsemen of Israel!>>
2KI	2	12	Narr_12: 2_Kings	#11		13083	 And Elisha saw him no more. Then he took hold of his own clothes and tore them apart.
2KI	2	13	Narr_12: 2_Kings	#11		13084	 {13} He picked up the cloak that had fallen from Elijah and went back and stood on the bank of the Jordan.
2KI	2	14	Narr_12: 2_Kings	#11		13085	 {14} Then he took the cloak that had fallen from him and struck the water with it.
2KI	2	14	Elisha	#02		13086	" << Where now is the Lord, the God of Elijah?>>"
2KI	2	14	Narr_12: 2_Kings	#11		13087	" When he struck the water, it divided to the right and to the left, and he crossed over. {15} The company of the prophets from Jericho, who were watching, said,"
2KI	2	15	Man in Crowd	#16		13088	 << The spirit of Elijah is resting on Elisha.>>
2KI	2	15	Narr_12: 2_Kings	#11		13089	" And they went to meet him and bowed to the ground before him. {16} They said,"
2KI	2	16	Man	#03		13090	" << Look, we your servants have fifty able men."
2KI	2	16	Man	#03		13091	 Let them go and look for your master.
2KI	2	16	Man	#03		13092	 Perhaps the Spirit of the Lord has picked him up and set him down on some mountain or in some valley.>>
2KI	2	16	Narr_12: 2_Kings	#11		13093	" Elisha replied,"
2KI	2	16	Elisha	#02		13094	" <<No, do not send them.>>"
2KI	2	17	Narr_12: 2_Kings	#11		13095	" {17} But they persisted until he was too ashamed to refuse. So he said,"
2KI	2	17	Elisha	#02		13096	 <<Send them.>>
2KI	2	17	Narr_12: 2_Kings	#11		13097	" And they sent fifty men, who searched for three days but did not find him. {18} When they returned to Elisha, who was staying in Jericho, he said to them,"
2KI	2	18	Elisha	#02		13098	 << Didn't I tell you not to go?>>
2KI	2	19	Narr_12: 2_Kings	#11		13099	" {19} The men of the city said to Elisha,"
2KI	2	19	Man	#15		13100	" <<Look, our lord, this town is well situated, as you can see, but the water is bad and the land is unproductive.>>"
2KI	2	20	Narr_12: 2_Kings	#11		13101	" {20} He said,"
2KI	2	20	Elisha	#02		13102	" << Bring me a new bowl, and put salt in it.>>"
2KI	2	20	Narr_12: 2_Kings	#11		13103	" So they brought it to him. {21} Then he went out to the spring and threw the salt into it, saying,"
2KI	2	21	Elisha	#02		13104	 << This is what the Lord says: 'I have healed this water. Never again will it cause death or make the land unproductive.'>>
2KI	2	22	Narr_12: 2_Kings	#11		13105	" {22} And the water has remained wholesome to this day, according to the word Elisha had spoken."
2KI	2	23	Narr_12: 2_Kings	#11		13106	" {23} From there Elisha went up to Bethel. As he was walking along the road, some youths came out of the town and jeered at him. They said,"
2KI	2	23	Youth	#18		13107	" << Go on up, you baldhead! Go on up, you baldhead!>>"
2KI	2	24	Narr_12: 2_Kings	#11		13108	" {24} He turned around, looked at them and called down a curse on them in the name of the Lord. Then two bears came out of the woods and mauled forty-two of the youths."
2KI	2	25	Narr_12: 2_Kings	#11		13109	 {25} And he went on to Mount Carmel and from there returned to Samaria.*~**~*||||| + 2 SECs |||||*~*
2KI	3	<<	Narr_12: 2_Kings	#11		13110	2 KINGS 3
2KI	3	1	Narr_12: 2_Kings	#11		13111	" {1} Joram son of Ahab became king of Israel in Samaria in the eighteenth year of Jehoshaphat king of Judah, and he reigned twelve years."
2KI	3	2	Narr_12: 2_Kings	#11		13112	" {2} He did evil in the eyes of the Lord, but not as his father and mother had done. He got rid of the sacred stone of Baal that his father had made."
2KI	3	3	Narr_12: 2_Kings	#11		13113	" {3} Nevertheless he clung to the sins of Jeroboam son of Nebat, which he had caused Israel to commit; he did not turn away from them."
2KI	3	4	Narr_12: 2_Kings	#11		13114	" {4} Now Mesha king of Moab raised sheep, and he had to supply the king of Israel with a hundred thousand lambs and with the wool of a hundred thousand rams."
2KI	3	5	Narr_12: 2_Kings	#11		13115	" {5} But after Ahab died, the king of Moab rebelled against the king of Israel. {6} So at that time King Joram set out from Samaria and mobilized all Israel."
2KI	3	7	Narr_12: 2_Kings	#11		13116	 {7} He also sent this message to Jehoshaphat king of Judah:
2KI	3	7	King Joram	#09		13117	 << The king of Moab has rebelled against me. Will you go with me to fight against Moab?>>
2KI	3	7	Narr_12: 2_Kings	#11		13118	" He replied,"
2KI	3	7	Jehoshaphat	#07		13119	" << I will go with you. I am as you are, my people as your people, my horses as your horses.>>"
2KI	3	7	Narr_12: 2_Kings	#11		13120	" {8} He asked,"
2KI	3	8	King Joram	#09		13121	 << By what route shall we attack?>>
2KI	3	8	Narr_12: 2_Kings	#11		13122	" He answered,"
2KI	3	8	Jehoshaphat	#07		13123	" << Through the Desert of Edom,>>"
2KI	3	9	Narr_12: 2_Kings	#11		13124	 {9} So the king of Israel set out with the king of Judah and the king of Edom.
2KI	3	9	Narr_12: 2_Kings	#11		13125	" After a roundabout march of seven days, the army had no more water for themselves or for the animals with them. {10} The King of Israel exclaimed,"
2KI	3	10	King Joram	#09		13126	 What!! Has the Lord called us three kings together only to hand us over to Moab?>>
2KI	3	11	Narr_12: 2_Kings	#11		13127	" {11} But Jehoshaphat asked,"
2KI	3	11	Jehoshaphat	#07		13128	" << Is there no prophet of the Lord here, that we may inquire of the Lord through him?>>"
2KI	3	11	Narr_12: 2_Kings	#11		13129	" An officer of the king of Israel answered,"
2KI	3	11	Officer	#08		13130	 << Elisha son of Shaphat is here. He used to pour water on the hands of Elijah.>>
2KI	3	12	Narr_12: 2_Kings	#11		13131	" {12} Jehoshaphat said,"
2KI	3	12	Jehoshaphat	#07		13132	 << The word of the Lord is with him.>>
2KI	3	12	Narr_12: 2_Kings	#11		13133	" So the king of Israel and Jehoshaphat and the king of Edom went down to him. {13} Elisha said to the king of Israel,"
2KI	3	13	Elisha	#02		13134	 << What do we have to do with each other? Go to the prophets of your father and the prophets of your mother.>>
2KI	3	13	Narr_12: 2_Kings	#11		13135	" The king of Israel answered,"
2KI	3	13	King Joram	#09		13136	" << No, because it was the Lord who called us three kings together to hand us over to Moab.>>"
2KI	3	14	Narr_12: 2_Kings	#11		13137	" {14} Elisha said,"
2KI	3	14	Elisha	#02		13138	" << As surely as the Lord Almighty lives, whom I serve, if I did not have respect for the presence of Jehoshaphat king of Judah, I would not look at you or even notice you."
2KI	3	15	Elisha	#02		13139	 {15} But now bring me a harpist.>>
2KI	3	15	Narr_12: 2_Kings	#11		13140	" While the harpist was playing, the hand of the Lord came upon Elisha {16} and he said,"
2KI	3	16	Elisha	#02		13141	 << This is what the Lord says: Make this valley full of ditches.
2KI	3	17	Elisha	#02		13142	" {17} For this is what the Lord says: You will see neither wind nor rain, yet this valley will be filled with water, and you, your cattle and your other animals will drink."
2KI	3	18	Elisha	#02		13143	 {18} This is an easy thing in the eyes of the Lord; he will also hand Moab over to you.
2KI	3	19	Elisha	#02		13144	 {19} You will overthrow every fortified city and every major town.
2KI	3	19	Elisha	#02		13145	" You will cut down every good tree, stop up all the springs, and ruin every good field with stones.>>"
2KI	3	20	Narr_12: 2_Kings	#11		13146	" {20} The next morning, about the time for offering the sacrifice, there it was--water flowing from the direction of Edom! And the land was filled with water."
2KI	3	21	Narr_12: 2_Kings	#11		13147	" {21} Now all the Moabites had heard that the kings had come to fight against them; so every man, young and old, who could bear arms was called up and stationed on the border."
2KI	3	22	Narr_12: 2_Kings	#11		13148	" {22} When they got up early in the morning, the sun was shining on the water. To the Moabites across the way, the water looked red--like blood. {23} They said,"
2KI	3	23	Moabite	#21		13149	" << That's blood! Those kings must have fought and slaughtered each other. Now to the plunder, Moab!>>"
2KI	3	24	Narr_12: 2_Kings	#11		13150	" {24} But when the Moabites came to the camp of Israel, the Israelites rose up and fought them until they fled. And the Israelites invaded the land and slaughtered the Moabites."
2KI	3	25	Narr_12: 2_Kings	#11		13151	" {25} They destroyed the towns, and each man threw a stone on every good field until it was covered."
2KI	3	25	Narr_12: 2_Kings	#11		13152	" They stopped up all the springs and cut down every good tree. Only Kir Hareseth was left with its stones in place, but men armed with slings surrounded it and attacked it as well."
2KI	3	26	Narr_12: 2_Kings	#11		13153	" {26} When the king of Moab saw that the battle had gone against him, he took with him seven hundred swordsmen to break through to the king of Edom, but they failed."
2KI	3	27	Narr_12: 2_Kings	#11		13154	" {27} Then he took his firstborn son, who was to succeed him as king, and offered him as a sacrifice on the city wall."
2KI	3	27	Narr_12: 2_Kings	#11		13155	 The fury against Israel was great; they withdrew and returned to their own land.*~**~*||||| + 2 SECs |||||*~*
2KI	4	<<	Narr_12: 2_Kings	#11		13156	2 KINGS 4
2KI	4	1	Narr_12: 2_Kings	#11		13157	" {1} The wife of a man from the company of the prophets cried out to Elisha,"
2KI	4	1	Widow	#23		13158	" << Your servant my husband is dead, and you know that he revered the Lord."
2KI	4	1	Widow	#23		13159	 But now his creditor is coming to take my two boys as his slaves.>>
2KI	4	2	Narr_12: 2_Kings	#11		13160	" {2} Elisha replied to her,"
2KI	4	2	Elisha	#02		13161	" << How can I help you? Tell me, what do you have in your house?>>"
2KI	4	2	Narr_12: 2_Kings	#11		13162	" She said,"
2KI	4	2	Widow	#23		13163	" << Your servant has nothing there at all, except a little oil.>>"
2KI	4	3	Narr_12: 2_Kings	#11		13164	" {3} Elisha said,"
2KI	4	3	Elisha	#02		13165	 << Go around and ask all your neighbors for empty jars. Don't ask for just a few.
2KI	4	4	Elisha	#02		13166	" {4} Then go inside and shut the door behind you and your sons. Pour oil into all the jars, and as each is filled, put it to one side.>>"
2KI	4	5	Narr_12: 2_Kings	#11		13167	" {5} She left him and afterward shut the door behind her and her sons. They brought the jars to her and she kept pouring. {6} When all the jars were full, she said to her son,"
2KI	4	6	Widow	#23		13168	 << Bring me another one.>>
2KI	4	6	Narr_12: 2_Kings	#11		13169	" But he replied,"
2KI	4	6	Elisha	#02		13170	 << There is not a jar left.>>
2KI	4	6	Narr_12: 2_Kings	#11		13171	" Then the oil stopped flowing. {7} She went and told the man of God, and he said,"
2KI	4	7	Elisha	#02		13172	" << Go, sell the oil and pay your debts. You and your sons can live on what is left.>>"
2KI	4	8	Narr_12: 2_Kings	#11		13173	" {8} One day Elisha went to Shunem. And a well-to-do woman was there, who urged him to stay for a meal. So whenever he came by, he stopped there to eat. {9} She said to her husband,"
2KI	4	9	Shunammite Woman	#24		13174	 << I know that this man who often comes our way is a holy man of God.
2KI	4	10	Shunammite Woman	#24		13175	" {10} Let's make a small room on the roof and put in it a bed and a table, a chair and a lamp for him."
2KI	4	10	Shunammite Woman	#24		13176	 Then he can stay there whenever he comes to us.>>
2KI	4	11	Narr_12: 2_Kings	#11		13177	" {11} One day when Elisha came, he went up to his room and lay down there. {12} He said to his servant Gehazi,"
2KI	4	12	Elisha	#02		13178	 << Call the Shunammite.>>
2KI	4	12	Narr_12: 2_Kings	#11		13179	" So he called her, and she stood before him. {13} Elisha said to him,"
2KI	4	13	Elisha	#02		13180	" << Tell her, 'You have gone to all this trouble for us."
2KI	4	13	Elisha	#02		13181	 Now what can be done for you? Can we speak on your behalf to the king or the commander of the army?'>>
2KI	4	13	Narr_12: 2_Kings	#11		13182	" She replied,"
2KI	4	13	Shunammite Woman	#24		13183	 << I have a home among my own people.>>
2KI	4	14	Narr_12: 2_Kings	#11		13184	" {14} Elisha asked,"
2KI	4	14	Elisha	#02		13185	 << What can be done for her?>>
2KI	4	14	Narr_12: 2_Kings	#11		13186	" Gehazi said,"
2KI	4	14	Gehazi	#14		13187	" << Well, she has no son and her husband is old.>>"
2KI	4	15	Narr_12: 2_Kings	#11		13188	" {15} Then Elisha said,"
2KI	4	15	Elisha	#02		13189	 << Call her.>>
2KI	4	15	Narr_12: 2_Kings	#11		13190	" So he called her, and she stood in the doorway. {16} Elisha said,"
2KI	4	16	Elisha	#02		13191	" << About this time next year, you will hold a son in your arms.>>"
2KI	4	16	Narr_12: 2_Kings	#11		13192	" She objected,"
2KI	4	16	Shunammite Woman	#24		13193	" << No, my lord. Don't mislead your servant, O man of God!>>"
2KI	4	17	Narr_12: 2_Kings	#11		13194	" {17} But the woman became pregnant, and the next year about that same time she gave birth to a son, just as Elisha had told her."
2KI	4	18	Narr_12: 2_Kings	#11		13195	" {18} The child grew, and one day he went out to his father, who was with the reapers. {19} He said to his father,"
2KI	4	19	Boy	#21		13196	 << My head! My head!>>
2KI	4	19	Narr_12: 2_Kings	#11		13197	" His father told a servant,"
2KI	4	19	Father	#01		13198	 << Carry him to his mother.>>
2KI	4	20	Narr_12: 2_Kings	#11		13199	" {20} After the servant had lifted him up and carried him to his mother, the boy sat on her lap until noon, and then he died."
2KI	4	21	Narr_12: 2_Kings	#11		13200	" {21} She went up and laid him on the bed of the man of God, then shut the door and went out. {22} She called her husband and said,"
2KI	4	22	Shunammite Woman	#24		13201	 << Please send me one of the servants and a donkey so I can go to the man of God quickly and return.>>
2KI	4	23	Narr_12: 2_Kings	#11		13202	" {23} He asked,"
2KI	4	23	Father	#01		13203	 << Why go to him today? It's not the New Moon or the Sabbath.>>
2KI	4	23	Narr_12: 2_Kings	#11		13204	" She said,"
2KI	4	23	Shunammite Woman	#24		13205	" << It's all right,>>"
2KI	4	24	Narr_12: 2_Kings	#11		13206	" {24} She saddled the donkey and said to her servant,"
2KI	4	24	Shunammite Woman	#24		13207	 << Lead on; don't slow down for me unless I tell you.>>
2KI	4	25	Narr_12: 2_Kings	#11		13208	" {25} So she set out and came to the man of God at Mount Carmel. When he saw her in the distance, the man of God said to his servant Gehazi,"
2KI	4	25	Elisha	#02		13209	 << Look! There's the Shunammite!
2KI	4	26	Elisha	#02		13210	" {26} Run to meet her and ask her, 'Are you all right? Is your husband all right? Is your child all right?'>>"
2KI	4	26	Narr_12: 2_Kings	#11		13211	" She replied,"
2KI	4	26	Shunammite Woman	#24		13212	" << Everything is all right,>>"
2KI	4	27	Narr_12: 2_Kings	#11		13213	" {27} When she reached the man of God at the mountain, she took hold of his feet. Gehazi came over to push her away, but the man of God said,"
2KI	4	27	Elisha	#02		13214	" << Leave her alone! She is in bitter distress, but the Lord has hidden it from me and has not told me why.>>"
2KI	4	28	Narr_12: 2_Kings	#11		13215	" {28} She said,"
2KI	4	28	Shunammite Woman	#24		13216	" << Did I ask you for a son, my lord? Didn't I tell you, 'Don't raise my hopes'?>>"
2KI	4	29	Narr_12: 2_Kings	#11		13217	" {29} Elisha said to Gehazi,"
2KI	4	29	Elisha	#02		13218	" << Tuck your cloak into your belt, take my staff in your hand and run."
2KI	4	29	Elisha	#02		13219	" If you meet anyone, do not greet him, and if anyone greets you, do not answer. Lay my staff on the boy's face.>>"
2KI	4	30	Narr_12: 2_Kings	#11		13220	" {30} But the child's mother said,"
2KI	4	30	Shunammite Woman	#24		13221	" << As surely as the Lord lives and as you live, I will not leave you.>>"
2KI	4	30	Narr_12: 2_Kings	#11		13222	" So he got up and followed her. {31} Gehazi went on ahead and laid the staff on the boy's face, but there was no sound or response. So Gehazi went back to meet Elisha and told him,"
2KI	4	31	Gehazi	#14		13223	 << The boy has not awakened.>>
2KI	4	32	Narr_12: 2_Kings	#11		13224	" {32} When Elisha reached the house, there was the boy lying dead on his couch."
2KI	4	33	Narr_12: 2_Kings	#11		13225	" {33} He went in, shut the door on the two of them and prayed to the Lord."
2KI	4	34	Narr_12: 2_Kings	#11		13226	" {34} Then he got on the bed and lay upon the boy, mouth to mouth, eyes to eyes, hands to hands. As he stretched himself out upon him, the boy's body grew warm."
2KI	4	35	Narr_12: 2_Kings	#11		13227	 {35} Elisha turned away and walked back and forth in the room and then got on the bed and stretched out upon him once more. The boy sneezed seven times and opened his eyes.
2KI	4	36	Narr_12: 2_Kings	#11		13228	" {36} Elisha summoned Gehazi and said,"
2KI	4	36	Elisha	#02		13229	 << Call the Shunammite.>>
2KI	4	36	Narr_12: 2_Kings	#11		13230	" And he did. When she came, he said,"
2KI	4	36	Elisha	#02		13231	 << Take your son.>>
2KI	4	37	Narr_12: 2_Kings	#11		13232	" {37} She came in, fell at his feet and bowed to the ground. Then she took her son and went out."
2KI	4	38	Narr_12: 2_Kings	#11		13233	" {38} Elisha returned to Gilgal and there was a famine in that region. While the company of the prophets was meeting with him, he said to his servant,"
2KI	4	38	Elisha	#02		13234	 << Put on the large pot and cook some stew for these men.>>
2KI	4	39	Narr_12: 2_Kings	#11		13235	 {39} One of them went out into the fields to gather herbs and found a wild vine. He gathered some of its gourds and filled the fold of his cloak.
2KI	4	39	Narr_12: 2_Kings	#11		13236	" When he returned, he cut them up into the pot of stew, though no one knew what they were. {40} The stew was poured out for the men, but as they began to eat it, they cried out,"
2KI	4	40	Man	#12		13237	" << O man of God, there is death in the pot!>>"
2KI	4	40	Narr_12: 2_Kings	#11		13238	" And they could not eat it. {41} Elisha said,"
2KI	4	41	Elisha	#02		13239	 << Get some flour.>>
2KI	4	41	Narr_12: 2_Kings	#11		13240	" He put it into the pot and said,"
2KI	4	41	Elisha	#02		13241	 << Serve it to the people to eat.>>
2KI	4	41	Narr_12: 2_Kings	#11		13242	 And there was nothing harmful in the pot.
2KI	4	42	Narr_12: 2_Kings	#11		13243	" {42} A man came from Baal Shalishah, bringing the man of God twenty loaves of barley bread baked from the first ripe grain, along with some heads of new grain. Elisha said,"
2KI	4	42	Elisha	#02		13244	" << Give it to the people to eat,>>"
2KI	4	43	Narr_12: 2_Kings	#11		13245	" {43} His servant asked,"
2KI	4	43	Gehazi	#14		13246	 <<How can I set this before a hundred men?>>
2KI	4	43	Narr_12: 2_Kings	#11		13247	" But Elisha answered,"
2KI	4	43	Elisha	#02		13248	 << Give it to the people to eat. For this is what the Lord says: 'They will eat and have some left over.'>>
2KI	4	44	Narr_12: 2_Kings	#11		13249	" {44} Then he set it before them, and they ate and had some left over, according to the word of the Lord.*~**~*||||| + 2 SECs |||||*~*"
2KI	5	<<	Narr_12: 2_Kings	#11		13250	2 KINGS 5
2KI	5	1	Narr_12: 2_Kings	#11		13251	 {1} Now Naaman was commander of the army of the king of Aram.
2KI	5	1	Narr_12: 2_Kings	#11		13252	" He was a great man in the sight of his master and highly regarded, because through him the Lord had given victory to Aram. He was a valiant soldier, but he had leprosy."
2KI	5	2	Narr_12: 2_Kings	#11		13253	" {2} Now bands from Aram had gone out and had taken captive a young girl from Israel, and she served Naaman's wife. {3} She said to her mistress,"
2KI	5	3	Servant girl	#25		13254	 << If only my master would see the prophet who is in Samaria! He would cure him of his leprosy.>>
2KI	5	4	Narr_12: 2_Kings	#11		13255	" {4} Naaman went to his master and told him what the girl from Israel had said. {5} The King of Aram replied,"
2KI	5	5	King of Aram	#17		13256	" << By all means, go, I will send a letter to the king of Israel."
2KI	5	5	Narr_12: 2_Kings	#11		13257	" So Naaman left, taking with him ten talents of silver, six thousand shekels of gold and ten sets of clothing. {6} The letter that he took to the king of Israel read:"
2KI	5	6	King of Aram	#17		13258	 << With this letter I am sending my servant Naaman to you so that you may cure him of his leprosy.>>
2KI	5	7	Narr_12: 2_Kings	#11		13259	" {7} As soon as the king of Israel read the letter, he tore his robes and said,"
2KI	5	7	King Joram	#09		13260	 << Am I God? Can I kill and bring back to life?
2KI	5	7	King Joram	#09		13261	 Why does this fellow send someone to me to be cured of his leprosy?
2KI	5	7	King Joram	#09		13262	 See how he is trying to pick a quarrel with me!>>
2KI	5	8	Narr_12: 2_Kings	#11		13263	" {8} When Elisha the man of God heard that the king of Israel had torn his robes, he sent him this message:"
2KI	5	8	Elisha	#02		13264	 << Why have you torn your robes? Have the man come to me and he will know that there is a prophet in Israel
2KI	5	9	Narr_12: 2_Kings	#11		13265	" {9} So Naaman went with his horses and chariots and stopped at the door of Elisha's house. {10} Elisha sent a messenger to say to him,"
2KI	5	10	Gehazi	#14		13266	" << Go, wash yourself seven times in the Jordan, and your flesh will be restored and you will be cleansed.>>"
2KI	5	11	Narr_12: 2_Kings	#11		13267	" {11} But Naaman went away angry and said,"
2KI	5	11	Naaman	#07		13268	" << I thought that he would surely come out to me and stand and call on the name of the Lord his God, wave his hand over the spot and cure me of my leprosy."
2KI	5	12	Naaman	#07		13269	" {12} Are not Abana and Pharpar, the rivers of Damascus, better than any of the waters of Israel? Couldn't I wash in them and be cleansed?>>"
2KI	5	12	Narr_12: 2_Kings	#11		13270	" So he turned and went off in a rage. {13} Naaman's servants went to him and said,"
2KI	5	13	Servant	#16		13271	" << My father, if the prophet had told you to do some great thing, would you not have done it?"
2KI	5	13	Servant	#16		13272	" How much more, then, when he tells you, 'Wash and be cleansed'!>>"
2KI	5	14	Narr_12: 2_Kings	#11		13273	" {14} So he went down and dipped himself in the Jordan seven times, as the man of God had told him, and his flesh was restored and became clean like that of a young boy."
2KI	5	15	Narr_12: 2_Kings	#11		13274	" {15} Then Naaman and all his attendants went back to the man of God. He stood before him and said,"
2KI	5	15	Naaman	#07		13275	 << Now I know that there is no God in all the world except in Israel.
2KI	5	15	Naaman	#07		13276	 Please accept now a gift from your servant.>>
2KI	5	16	Narr_12: 2_Kings	#11		13277	" {16} The prophet answered,"
2KI	5	16	Elisha	#02		13278	" << As surely as the Lord lives, whom I serve, I will not accept a thing.>>"
2KI	5	16	Narr_12: 2_Kings	#11		13279	" And even though Naaman urged him, he refused. {17} Naaman said,"
2KI	5	17	Naaman	#07		13280	" << If you will not, please let me, your servant, be given as much earth as a pair of mules can carry,"
2KI	5	17	Naaman	#07		13281	 for your servant will never again make burnt offerings and sacrifices to any other god but the Lord.
2KI	5	18	Naaman	#07		13282	 {18} But may the Lord forgive your servant for this one thing:
2KI	5	18	Naaman	#07		13283	 When my master enters the temple of Rimmon to bow down and he is leaning on my arm and I bow there also--
2KI	5	18	Naaman	#07		13284	" when I bow down in the temple of Rimmon, may the Lord forgive your servant for this.>>"
2KI	5	19	Narr_12: 2_Kings	#11		13285	" {19} Elisha said,"
2KI	5	19	Elisha	#02		13286	" << Go in peace,>>"
2KI	5	19	Narr_12: 2_Kings	#11		13287	" After Naaman had traveled some distance, {20} Gehazi, the servant of Elisha the man of God, said to himself,"
2KI	5	20	Gehazi	#14		13288	" << My master was too easy on Naaman, this Aramean, by not accepting from him what he brought."
2KI	5	20	Gehazi	#14		13289	" As surely as the Lord lives, I will run after him and get something from him.>>"
2KI	5	21	Narr_12: 2_Kings	#11		13290	" {21} So Gehazi hurried after Naaman. When Naaman saw him running toward him, he got down from the chariot to meet him. He asked,"
2KI	5	21	Naaman	#07		13291	 << Is everything all right?>>
2KI	5	22	Narr_12: 2_Kings	#11		13292	" {22} Gehazi answered,"
2KI	5	22	Gehazi	#14		13293	" << Everything is all right. My master sent me to say,"
2KI	5	22	Gehazi	#14		13294	 Two young men from the company of the prophets have just come to me from the hill country of Ephraim.
2KI	5	22	Gehazi	#14		13295	 Please give them a talent of silver and two sets of clothing.'>>
2KI	5	23	Narr_12: 2_Kings	#11		13296	" {23} Naaman said,"
2KI	5	23	Naaman	#07		13297	" << By all means, take two talents,>>"
2KI	5	23	Narr_12: 2_Kings	#11		13298	" He urged Gehazi to accept them, and then tied up the two talents of silver in two bags, with two sets of clothing."
2KI	5	23	Narr_12: 2_Kings	#11		13299	" He gave them to two of his servants, and they carried them ahead of Gehazi."
