MAT	1	<<	Narr_001: Matthew	#01		1	"MATTHEW*~*MATTHEW CHP 1"
ACT	12	11	Narr_005: Acts	#11		5732	" {11} When Peter had come to himself, he said,"
ACT	12	11	Peter	#13		5733	" “Now I truly know that the Lord has sent out his angel and delivered me out of the hand of Herod, and from everything the Jewish people were expecting.”"
ACT	12	12	Narr_005: Acts	#11		5734	" {12} Thinking about that, he came to the house of Mary, the mother of John whose surname was Mark, where many were gathered together and were praying."
ACT	12	13	Narr_005: Acts	#11		5735	" ||| DO NOT COMBINE |||*~*{SFX--Knocking on door--Starts @ v13}*~**~* {13} When Peter knocked at the door of the gate, a maid named Rhoda came to answer."
ACT	12	14	Narr_005: Acts	#11		5736	" {14} When she recognized Peter's voice, she didn't open the gate for joy, but ran in, and reported that Peter was standing in front of the gate. {15} They said to her,"
ACT	12	15	Man	#12		5737	 “You are crazy!”
ACT	12	15	Narr_005: Acts	#11		5738	 But she insisted:
ACT	12	15	Rhoda	#25		5739	" ""It is true… he is at the door!"""
ACT	12	15	Narr_005: Acts	#11		5740	" They said,"
ACT	12	15	Man	#03		5741	 “It is his angel.”
ACT	12	16	Narr_005: Acts	#11		5742	" {16} But Peter continued knocking. When they had opened, they saw him, and were amazed."
ACT	12	17	Narr_005: Acts	#11		5743	" {17} But he, beckoning to them with his hand to be silent, declared to them how the Lord had brought him out of the prison. He said,"
ACT	12	17	Peter	#13		5744	" “Tell these things to James, and to the brothers.”"
ACT	12	17	Narr_005: Acts	#11		5745	" Then he departed, and went to another place."
ACT	12	18	Narr_005: Acts	#11		5746	" {18} Now as soon as it was day, there was no small stir among the soldiers about what had become of Peter."
ACT	12	19	Narr_005: Acts	#11		5747	" {19} When Herod had sought for him, and didn't find him, he examined the guards, and commanded that they should be put to death."
ACT	12	19	Narr_005: Acts	#11		5748	" He went down from Judea to Caesarea, and stayed there."
ACT	12	20	Narr_005: Acts	#11		5749	 {20} Now Herod was very angry with the people of Tyre and Sidon.
ACT	12	20	Narr_005: Acts	#11		5750	" They came with one accord to him, and, having befriended Blastus, the king's personal aide, they asked for peace because their country depended on the king's country for food."
ACT	12	21	Narr_005: Acts	#11		5751	" {21} On an appointed day, Herod dressed himself in royal clothing, sat on the throne, and gave a speech to them. {22} The people shouted,"
ACT	12	22	Man	#14		5752	" “The voice of a god, and not of a man!”"
ACT	12	23	Narr_005: Acts	#11		5753	" {23} Immediately an angel of the Lord struck him, because he didn't give God the glory, and he was eaten by worms and died."
ACT	12	24	Narr_005: Acts	#11		5754	 {24} But the word of God grew and multiplied.
ACT	12	25	Narr_005: Acts	#11		5755	" {25} Barnabas and Saul returned to Jerusalem, when they had fulfilled their service, also taking with them John whose surname was Mark. *~**~*||| + 2 SECs |||*~*"
ACT	13	<<	Narr_005: Acts	#11		5756	ACTS CHP 13
ACT	13	1	Narr_005: Acts	#11		5757	 {1} Now in the assembly that was at Antioch there were some prophets and teachers:
ACT	13	1	Narr_005: Acts	#11		5758	" Barnabas, Simeon who was called Niger, Lucius of Cyrene, Manaen the foster brother of Herod the tetrarch, and Saul."
ACT	13	2	Narr_005: Acts	#11		5759	" {2} As they served the Lord and fasted, the Holy Spirit said,"
ACT	13	2	Holy Spirit-FX1	#20		5760	" “Separate Barnabas and Saul for me, for the work to which I have called them.”"
ACT	13	3	Narr_005: Acts	#11		5761	" {3} Then, when they had fasted and prayed and laid their hands on them, they sent them away.*~**~*||| + 2 SECs |||*~*"
ACT	13	4	Narr_005: Acts	#11		5762	" {4} So, being sent out by the Holy Spirit, they went down to Seleucia. From there they sailed to Cyprus."
ACT	13	5	Narr_005: Acts	#11		5763	" {5} When they were at Salamis, they proclaimed the word of God in the Jewish synagogues. They had also John as their attendant."
ACT	13	6	Narr_005: Acts	#11		5764	" {6} When they had gone through the island to Paphos, they found a certain sorcerer, a false prophet, a Jew, whose name was Bar Jesus."
ACT	13	7	Narr_005: Acts	#11		5765	" {7} He was with the proconsul, Sergius Paulus, a man of understanding."
ACT	13	7	Narr_005: Acts	#11		5766	" This man summoned Barnabas and Saul, and sought to hear the word of God."
ACT	13	8	Narr_005: Acts	#11		5767	" {8} But Elymas the sorcerer (for so is his name by interpretation) withstood them, seeking to turn aside the proconsul from the faith."
ACT	13	9	Narr_005: Acts	#11		5768	" {9} But Saul, who is also called Paul, filled with the Holy Spirit, fastened his eyes on him, {10} and said,"
ACT	13	10	Paul	#19		5769	" “Full of all deceit and all cunning, you son of the devil, you enemy of all righteousness!"
ACT	13	10	Paul	#19		5770	 Will you not cease to pervert the right ways of the Lord?
ACT	13	11	Paul	#19		5771	" {11} Now, behold, the hand of the Lord is on you, and you will be blind, not seeing the sun for a season!”"
ACT	13	11	Narr_005: Acts	#11		5772	 Immediately a mist and darkness fell on him. He went around seeking someone to lead him by the hand.
ACT	13	12	Narr_005: Acts	#11		5773	" {12} Then the proconsul, when he saw what was done, believed, being astonished at the teaching of the Lord."
ACT	13	13	Narr_005: Acts	#11		5774	" {13} Now Paul and his company set sail from Paphos, and came to Perga in Pamphylia."
ACT	13	13	Narr_005: Acts	#11		5775	 John departed from them and returned to Jerusalem.
ACT	13	14	Narr_005: Acts	#11		5776	" {14} But they, passing on from Perga, came to Antioch of Pisidia."
ACT	13	14	Narr_005: Acts	#11		5777	" They went into the synagogue on the Sabbath day, and sat down."
ACT	13	15	Narr_005: Acts	#11		5778	" {15} After the reading of the law and the prophets, the rulers of the synagogue sent to them, saying,"
ACT	13	15	Religious Leader	#05		5779	" “Brothers, if you have any word of exhortation for the people, speak.”"
ACT	13	16	Narr_005: Acts	#11		5780	" {16} Paul stood up, and beckoning with his hand said,"
ACT	13	16	Paul	#19		5781	" “Men of Israel, and you who fear God, listen."
ACT	13	17	Paul	#19		5782	" {17} The God of this people chose our fathers, and exalted the people when they stayed as aliens in the land of Egypt, and with an uplifted arm, he led them out of it."
ACT	13	18	Paul	#19		5783	 {18} For a period of about forty years he put up with them in the wilderness.
ACT	13	19	Paul	#19		5784	" {19} When he had destroyed seven nations in the land of Canaan, he gave them their land for an inheritance, for about four hundred fifty years."
ACT	13	20	Paul	#19		5785	 {20} After these things he gave them judges until Samuel the prophet.
ACT	13	21	Paul	#19		5786	" {21} Afterward they asked for a king, and God gave to them Saul the son of Kish, a man of the tribe of Benjamin, for forty years."
ACT	13	22	Paul	#19		5787	" {22} When he had removed him, he raised up David to be their king, to whom he also testified,"
ACT	13	22	Paul	#19		5788	" 'I have found David the son of Jesse, a man after my heart, who will do all my will.'"
ACT	13	23	Paul	#19		5789	" {23} From this man's seed, God has brought salvation to Israel according to his promise."
ACT	13	24	Paul	#19		5790	" {24} Before Jesus came, John had first preached the baptism of repentance to Israel."
ACT	13	25	Paul	#19		5791	" {25} As John was fulfilling his course, he said, 'What do you suppose that I am?"
ACT	13	25	Paul	#19		5792	" I am not he. But behold, one comes after me the sandals of whose feet I am not worthy to untie.'"
ACT	13	26	Paul	#19		5793	" {26} Brothers, children of the stock of Abraham, and those among you who fear God, the word of this salvation is sent out to you."
ACT	13	27	Paul	#19		5794	 {27} For the inhabitants of Jerusalem and their rulers did not recognize Jesus. By condemning him they fulfilled the words of the prophets which are read every sabbath day. >>
ACT	13	28	Paul	#19		5795	" {28} Though they found no cause for death, they still asked Pilate to have him killed."
ACT	13	29	Paul	#19		5796	" {29} When they had fulfilled all things that were written about him, they took him down from the tree, and laid him in a tomb."
ACT	13	30	Paul	#19		5797	 {30} But God raised him from the dead.
ACT	13	31	Paul	#19		5798	" {31} He was seen for many days by those who came up with him from Galilee to Jerusalem, who are his witnesses to the people."
ACT	13	32	Paul	#19		5799	" {32} We bring you good news of the promise made to the fathers, {33} that God has fulfilled the same to us, their children, in that he raised up Jesus."
ACT	13	32	Paul	#19		5800	" As it is also written in the second psalm, 'You are my Son. Today I have become your father.'"
ACT	13	34	Paul	#19		5801	" ||| DO NOT COMBINE |||*~*{Music--Ends & New Music--Starts @ v34}*~**~* {34} “Concerning that he raised him up from the dead, now no more to return to corruption, he has spoken thus:"
ACT	13	34	Paul	#19		5802	 'I will give you the holy and sure blessings of David.'
ACT	13	35	Paul	#19		5803	" {35} Therefore he says also in another psalm, 'You will not allow your Holy One to see decay.'"
ACT	13	36	Paul	#19		5804	" {36} For David, after he had in his own generation served the counsel of God, fell asleep, and was laid with his fathers, and saw decay."
ACT	13	37	Paul	#19		5805	 {37} But he whom God raised up saw no decay.
ACT	13	38	Paul	#19		5806	" {38} Be it known unto you therefore, brethren, that through this man is preached unto you the forgiveness of sins."
ACT	13	39	Paul	#19		5807	" {39} Through him everyone who believes is justified from all things, from which they could not be justified by the law of Moses."
ACT	13	40	Paul	#19		5808	" {40} Beware therefore, lest that come on you which is spoken in the prophets:"
ACT	13	41	Paul	#19		5809	" {41} 'Behold, you scoffers, and wonder, and perish; for I work a work in your days, a work which you will in no way believe, if one declares it to you.”"
ACT	13	42	Narr_005: Acts	#11		5810	" {42} So when the Jews went out of the synagogue, the Gentiles begged him, saying:"
ACT	13	42	Man	#03		5811	" ""Preach these words to us on the next Sabbath."""
ACT	13	43	Narr_005: Acts	#11		5812	" ||| DO NOT COMBINE |||*~*{SFX--Crowd--Starts @ v43}*~**~* {43} Now when the synagogue broke up, many of the Jews and of the devout proselytes followed Paul and Barnabas;"
ACT	13	43	Narr_005: Acts	#11		5813	 Paul and Barnabas spoke to them and urged them to continue in the grace of God.
ACT	13	44	Narr_005: Acts	#11		5814	 {44} The next Sabbath almost the whole city was gathered together to hear the word of God.
ACT	13	45	Narr_005: Acts	#11		5815	" {45} But when the Jews saw the multitudes, they were filled with jealousy, and contradicted the things which were spoken by Paul, and blasphemed."
ACT	13	46	Narr_005: Acts	#11		5816	" {46} Paul and Barnabas spoke out boldly, and said,"
ACT	13	46	Paul	#19		5817	 “It was necessary that God's word should be spoken to you first.
ACT	13	46	Paul	#19		5818	" Since indeed you thrust it from you, and judge yourselves unworthy of eternal life, behold, we turn to the Gentiles."
ACT	13	47	Paul	#19		5819	" {47} For so has the Lord commanded us, saying,"
ACT	13	47	Paul	#19		5820	" 'I have set you as a light for the Gentiles, that you should bring salvation to the uttermost parts of the earth.”"
ACT	13	48	Narr_005: Acts	#11		5821	" {48} As the Gentiles heard this, they were glad, and glorified the word of God. As many as were appointed to eternal life believed."
ACT	13	49	Narr_005: Acts	#11		5822	 {49} The Lord's word was spread abroad throughout all the region.
ACT	13	50	Narr_005: Acts	#11		5823	" {50} But the Jews stirred up the devout and prominent women and the chief men of the city, and stirred up a persecution against Paul and Barnabas, and threw them out of their borders."
ACT	13	51	Narr_005: Acts	#11		5824	" {51} But they shook off the dust of their feet against them, and came to Iconium."
ACT	13	52	Narr_005: Acts	#11		5825	" {52} The disciples were filled with joy with the Holy Spirit. *~**~*||| + 2 SECs |||*~*"
ACT	14	<<	Narr_005: Acts	#11		5826	ACTS CHP 14
ACT	14	1	Narr_005: Acts	#11		5827	" {1} It happened in Iconium that they entered together into the synagogue of the Jews, and so spoke that a great multitude both of Jews and of Greeks believed."
ACT	14	2	Narr_005: Acts	#11		5828	 {2} But the disbelieving Jews stirred up and embittered the souls of the Gentiles against the brothers.
ACT	14	3	Narr_005: Acts	#11		5829	" {3} Therefore they stayed there a long time, speaking boldly in the Lord."
ACT	14	3	Narr_005: Acts	#11		5830	 The Lord testified to the word of his grace by granting signs and wonders to be done by their hands.
ACT	14	4	Narr_005: Acts	#11		5831	" {4} But the multitude of the city was divided. Part sided with the Jews, and part with the apostles."
ACT	14	5	Narr_005: Acts	#11		5832	" {5} Some of both the Gentiles and the Jews, with their rulers, made a violent attempt to mistreat and stone them."
ACT	14	6	Narr_005: Acts	#11		5833	" {6} When they became aware of it, they fled to the cities of Lycaonia, Lystra, Derbe, and the surrounding region."
ACT	14	7	Narr_005: Acts	#11		5834	 {7} There they preached the Good News.
ACT	14	8	Narr_005: Acts	#11		5835	" {8} At Lystra a certain man sat, crippled in his feet from birth, who had never walked."
ACT	14	9	Narr_005: Acts	#11		5836	" {9} He was listening to Paul speaking. Paul fastened his eyes on him, and saw that he had faith to be made whole."
ACT	14	10	Narr_005: Acts	#11		5837	" {10} He said with a loud voice,"
ACT	14	10	Paul	#19		5838	 “Stand upright on your feet!”
ACT	14	10	Narr_005: Acts	#11		5839	 He leaped up and walked.
ACT	14	11	Narr_005: Acts	#11		5840	" {11} When the multitude saw what Paul had done, they lifted up their voice, saying in the language of Lycaonia,"
ACT	14	11	Man	#16		5841	 “The gods have come down to us in the likeness of men!”
ACT	14	12	Narr_005: Acts	#11		5842	" {12} They called Barnabas “Jupiter,“ and Paul “Mercury,“ because he was the chief speaker."
ACT	14	13	Narr_005: Acts	#11		5843	" {13} The priest of Jupiter, whose temple was in front of their city, brought oxen and garlands to the gates, and would have made a sacrifice along with the multitudes."
ACT	14	14	Narr_005: Acts	#11		5844	" {14} But when the apostles, Barnabas and Paul, heard of it, they tore their clothes, and sprang into the multitude, crying out,"
ACT	14	15	Paul	#19		5845	" {15} “Men, why are you doing these things? We also are men of like passions with you."
ACT	14	15	Paul	#19		5846	" We bring you good news, that you should turn from these vain things to the living God, who made the sky and the earth and the sea, and all that is in them."
ACT	14	16	Paul	#19		5847	" {16} In the generations gone by, He allowed all the nations to walk in their own ways."
ACT	14	17	Paul	#19		5848	" {17} Yet he didn't leave himself without witness, in that he did good and gave you rains from the sky and fruitful seasons, filling our hearts with food and gladness.”"
ACT	14	18	Narr_005: Acts	#11		5849	" {18} Even saying these things, they hardly stopped the multitudes from making a sacrifice to them."
ACT	14	19	Narr_005: Acts	#11		5850	 {19} But Jews came from Antioch and Iconium and they persuaded the crowd to take their side.
ACT	14	19	Narr_005: Acts	#11		5851	" Then they stoned Paul and dragged him out of town, because they thought that he was dead."
ACT	14	20	Narr_005: Acts	#11		5852	" {20} But as the disciples stood around him, he rose up, and entered into the city."
ACT	14	20	Narr_005: Acts	#11		5853	" On the next day he went out with Barnabas to Derbe.*~**~*||| + 2 SECs |||*~*"
ACT	14	21	Narr_005: Acts	#11		5854	" ||| DO NOT COMBINE |||*~*{Music--Ends before v21}*~**~* {21} When they had preached the Good News to that city, and had made many disciples, they returned to Lystra, Iconium, and Antioch."
ACT	14	22	Narr_005: Acts	#11		5855	" {22} They strengthened the disciples and encouraged them to continue in the faith, and said:"
ACT	14	22	Paul	#19		5856	" ""Through many afflictions we will enter into the Kingdom of God."""
ACT	14	23	Narr_005: Acts	#11		5857	" {23} When they had appointed elders for them in every assembly, and had prayed with fasting, they commended them to the Lord, on whom they had believed."
ACT	14	24	Narr_005: Acts	#11		5858	" {24} They passed through Pisidia, and came to Pamphylia."
ACT	14	25	Narr_005: Acts	#11		5859	" {25} When they had spoken the word in Perga, they went down to Attalia."
ACT	14	26	Narr_005: Acts	#11		5860	" {26} From there they sailed to Antioch, from where they had been committed to the grace of God for the work which they had fulfilled."
ACT	14	27	Narr_005: Acts	#11		5861	" {27} When they had arrived, and had gathered the assembly together, they reported all the things that God had done with them, and that he had opened a door of faith to the nations."
ACT	14	28	Narr_005: Acts	#11		5862	" {28} They stayed there with the disciples for a long time. *~**~*||| + 2 SECs |||*~*"
ACT	15	<<	Narr_005: Acts	#11		5863	ACTS CHP 15
ACT	15	1	Narr_005: Acts	#11		5864	" {1} Some men came down from Judea and taught the brothers,"
ACT	15	1	Man	#03		5865	" “Unless you are circumcised after the custom of Moses, you can't be saved.”"
ACT	15	2	Narr_005: Acts	#11		5866	 {2} Therefore when Paul and Barnabas had no small discord and discussion with them.
ACT	15	2	Narr_005: Acts	#11		5867	 They appointed Paul and Barnabas and some others of them to go up to Jerusalem to the apostles and elders about this question.
ACT	15	3	Narr_005: Acts	#11		5868	" {3} They, being sent on their way by the assembly, passed through both Phoenicia and Samaria, declaring the conversion of the Gentiles."
ACT	15	3	Narr_005: Acts	#11		5869	 They caused great joy to all the brothers.
ACT	15	4	Narr_005: Acts	#11		5870	" {4} When they had come to Jerusalem, they were received by the assembly and the apostles and the elders, and they reported all things that God had done with them."
ACT	15	5	Narr_005: Acts	#11		5871	" {5} But some of the sect of the Pharisees who believed rose up, saying,"
ACT	15	5	Religious Leader	#02		5872	" “It is necessary to circumcise them, and to command them to keep the law of Moses.”"
ACT	15	6	Narr_005: Acts	#11		5873	 {6} The apostles and the elders were gathered together to see about this matter.
ACT	15	7	Narr_005: Acts	#11		5874	" {7} When there had been much discussion, Peter rose up and said to them,"
ACT	15	7	Peter	#13		5875	" “Brothers, you know that a good while ago God made a choice among you, that by my mouth the nations should hear the word of the Good News, and believe."
ACT	15	8	Peter	#13		5876	" {8} God, who knows the heart, testified about them, giving them the Holy Spirit, just like he did to us."
ACT	15	9	Peter	#13		5877	" {9} He made no distinction between us and them, cleansing their hearts by faith."
ACT	15	10	Peter	#13		5878	" {10} Now therefore why do you tempt God, that you should put a yoke on the neck of the disciples which neither our fathers nor we were able to bear?"
ACT	15	11	Peter	#13		5879	" {11} But we believe that we are saved through the grace of the Lord Jesus Christ, just as they are.”"
ACT	15	12	Narr_005: Acts	#11		5880	" {12} All those assembled kept silence, and they listened to Barnabas and Paul reporting what signs and wonders God had done among the nations through them."
ACT	15	13	Narr_005: Acts	#11		5881	" {13} After they were silent, James answered,"
ACT	15	13	James	#15		5882	" “Brothers, listen to me. {14} Simeon has reported how God first visited the nations, to take out of them a people for his name."
ACT	15	15	James	#15		5883	" {15} This agrees with the words of the prophets. As it is written,"
ACT	15	16	James	#15		5884	" {16} 'After these things I will return. I will again build the tabernacle of David, which has fallen. I will again build its ruins. I will set it up again."
ACT	15	17	James	#15		5885	" {17} Then the rest of men may seek after the Lord; All the Gentiles who are called by my name, Says the Lord, who does all these things."
ACT	15	18	James	#15		5886	 {18} All his works are known to God from eternity.'
ACT	15	19	James	#15		5887	 {19} “Therefore my judgment is that we don't trouble those from among the Gentiles who turn to God.
ACT	15	20	James	#15		5888	" {20} Instead, we write to them that they abstain from the pollution of idols, from sexual immorality, from what is strangled, and from blood."
ACT	15	21	James	#15		5889	" {21} For Moses from generations of old has in every city those who preach him, being read in the synagogues every Sabbath.”"
ACT	15	22	Narr_005: Acts	#11		5890	" {22} Then it seemed good to the apostles and the elders, with the whole assembly, to choose men out of their company, and send them to Antioch with Paul and Barnabas:"
ACT	15	22	Narr_005: Acts	#11		5891	" They chose Judas called Barsabbas, and Silas, chief men among the brothers."
ACT	15	23	Narr_005: Acts	#11		5892	 {23} They wrote these things by their hand:
ACT	15	23	James	#15		5893	" “The apostles, the elders, and the brothers, to the brothers who are of the Gentiles in Antioch, Syria, and Cilicia: greetings."
ACT	15	24	James	#15		5894	" {24} Because we have heard that some who went out from us have troubled you with words, unsettling your souls, saying, 'You must be circumcised and keep the law,' to whom we gave no commandment;"
ACT	15	25	James	#15		5895	" {25} it seemed good to us, having come to one accord, to choose out men and send them to you with our beloved Barnabas and Paul."
ACT	15	26	James	#15		5896	 {26} These men have risked their lives for the name of our Lord Jesus Christ.
ACT	15	27	James	#15		5897	" {27} We have sent therefore Judas and Silas, who themselves will also tell you the same things by word of mouth."
ACT	15	28	James	#15		5898	" {28} For it seemed good to the Holy Spirit, and to us, to lay no greater burden on you than these necessary things:"
ACT	15	29	James	#15		5899	" {29} that you abstain from things sacrificed to idols, from blood, from things strangled, and from sexual immorality, from which if you keep yourselves, it will be well with you. Farewell.”"
ACT	15	30	Narr_005: Acts	#11		5900	" {30} So, when they were sent off, they came to Antioch. Having gathered the multitude together, they delivered the letter."
ACT	15	31	Narr_005: Acts	#11		5901	" {31} When they had read it, they rejoiced over the encouragement."
ACT	15	32	Narr_005: Acts	#11		5902	" {32} Judas and Silas, also being prophets themselves, encouraged the brothers with many words, and strengthened them."
ACT	15	33	Narr_005: Acts	#11		5903	" {33} After they had spent some time there, they were sent back with greetings from the brothers to the apostles."
ACT	15	34	Narr_005: Acts	#11		5904	" {34} Silas was pleased to stay there. {35} But Paul and Barnabas stayed in Antioch, teaching and preaching the word of the Lord, with many others also.*~**~*||| + 2 SECs |||*~*"
ACT	15	36	Narr_005: Acts	#11		5905	" ||| DO NOT COMBINE |||*~*{Music--Ends before v36}*~**~* {36} After some days Paul said to Barnabas,"
ACT	15	36	Paul	#19		5906	" “Let's return now and visit our brothers in every city in which we proclaimed the word of the Lord, to see how they are doing.”"
ACT	15	37	Narr_005: Acts	#11		5907	 {37} Barnabas said:
ACT	15	37	Barnabas	#06		5908	" ""Let's take John who is also called Mark with us."""
ACT	15	38	Narr_005: Acts	#11		5909	 {38} But Paul said:
ACT	15	38	Paul	#19		5910	" ""It is not a good idea to take someone who deserted us in Pamphylia, and did not continue with us in the work."""
ACT	15	39	Narr_005: Acts	#11		5911	 {39} Then the contention grew so sharp that they separated from each other.
ACT	15	39	Narr_005: Acts	#11		5912	" Barnabas took Mark with him, and sailed away to Cyprus."
ACT	15	40	Narr_005: Acts	#11		5913	" {40} Paul chose Silas, and went out, being commended by the brothers to the grace of God."
ACT	15	41	Narr_005: Acts	#11		5914	" {41} He went through Syria and Cilicia, strengthening the assemblies. *~**~*||| + 2 SECs |||*~*"
ACT	16	<<	Narr_005: Acts	#11		5915	ACTS CHP 16
ACT	16	1	Narr_005: Acts	#11		5916	" {1} He came to Derbe and Lystra: and behold, a certain disciple was there, named Timothy."
ACT	16	1	Narr_005: Acts	#11		5917	 He was the son of a Jewess who believed; but his father was a Greek.
ACT	16	2	Narr_005: Acts	#11		5918	 {2} The brothers who were at Lystra and Iconium gave a good testimony about him.
ACT	16	3	Narr_005: Acts	#11		5919	" {3} Paul wanted to have him go out with him, and he took and circumcised him because of the Jews who were in those parts; for they all knew that his father was a Greek."
ACT	16	4	Narr_005: Acts	#11		5920	" {4} As they went on their way through the cities, they delivered the decrees to them to keep which had been ordained by the apostles and elders who were at Jerusalem."
ACT	16	5	Narr_005: Acts	#11		5921	" {5} So the assemblies were strengthened in the faith, and increased in number daily.*~**~*||| + 2 SECs |||*~*"
ACT	16	6	Narr_005: Acts	#11		5922	" {6} When they had gone through the region of Phrygia and Galatia, they were forbidden by the Holy Spirit to speak the word in Asia."
ACT	16	7	Narr_005: Acts	#11		5923	" {7} When they had come opposite Mysia, they tried to go into Bithynia, but the Spirit didn't allow them."
ACT	16	8	Narr_005: Acts	#11		5924	" {8} Passing by Mysia, they came down to Troas."
ACT	16	9	Narr_005: Acts	#11		5925	" {9} A vision appeared to Paul in the night. There was a man of Macedonia standing, begging him, and saying,"
ACT	16	9	Foreigner-FX1	#16		5926	 “Come over into Macedonia and help us.”
ACT	16	10	Narr_005: Acts	#11		5927	" {10} When he had seen the vision, immediately we sought to go out to Macedonia, concluding that the Lord had called us to preach the Good News to them."
ACT	16	11	Narr_005: Acts	#11		5928	" {11} Setting sail therefore from Troas, we made a straight course to Samothrace, and the day following to Neapolis."
ACT	16	12	Narr_005: Acts	#11		5929	" {12} From there we went to Philippi, which is a city of Macedonia, the foremost of the district, a Roman colony. We were staying some days in this city.*~**~*||| + 2 SECs |||*~*"
ACT	16	13	Narr_005: Acts	#11		5930	" {13} On the Sabbath day we went forth outside of the city by a riverside, where we supposed there was a place of prayer."
ACT	16	13	Narr_005: Acts	#11		5931	" We sat down, and spoke to the women who had come together."
ACT	16	14	Narr_005: Acts	#11		5932	" {14} A certain woman named Lydia, a seller of purple, of the city of Thyatira, one who worshiped God, heard us."
ACT	16	14	Narr_005: Acts	#11		5933	 The Lord opened her heart to listen to the things which were spoken by Paul.
ACT	16	15	Narr_005: Acts	#11		5934	" {15} When she and her household were baptized, she begged us, saying,"
ACT	16	15	Lydia	#24		5935	" “If you have judged me to be faithful to the Lord, come into my house, and stay.”"
ACT	16	15	Narr_005: Acts	#11		5936	" So she persuaded us.*~**~*||| + 2 SECs |||*~*"
ACT	16	16	Narr_005: Acts	#11		5937	" {16} It happened, as we were going to prayer, that a certain girl having a spirit of divination met us."
ACT	16	16	Narr_005: Acts	#11		5938	 She brought her masters much gain by fortune telling.
ACT	16	17	Narr_005: Acts	#11		5939	" {17} Following Paul and us, she cried out,"
ACT	16	17	Woman (Servant)	#25		5940	" “These men are servants of the Most High God, who proclaim to us a way of salvation!”"
ACT	16	18	Narr_005: Acts	#11		5941	" {18} She was doing this for many days. But Paul, becoming greatly annoyed, turned and said to the spirit,"
ACT	16	18	Paul	#19		5942	 “I command you in the name of Jesus Christ to come out of her!”
ACT	16	18	Narr_005: Acts	#11		5943	 It came out that very hour.
ACT	16	19	Narr_005: Acts	#11		5944	" {19} But when her masters saw that the hope of their gain was gone, they seized Paul and Silas, and dragged them into the marketplace before the rulers."
ACT	16	20	Narr_005: Acts	#11		5945	" {20} When they had brought them to the magistrates, they said,"
ACT	16	20	Man (Not Good)	#14		5946	" “These men, being Jews, are agitating our city."
ACT	16	21	Man (Not Good)	#14		5947	" {21} They set forth customs which it is not lawful for us to accept or to observe, being Romans.”"
ACT	16	22	Narr_005: Acts	#11		5948	" {22} The multitude rose up together against them, and the magistrates tore their clothes off of them, and commanded them to be beaten with rods."
ACT	16	23	Narr_005: Acts	#11		5949	" {23} When they had laid many stripes on them, they threw them into prison, charging the jailer to keep them safely."
ACT	16	24	Narr_005: Acts	#11		5950	" {24} Upon receiving such an order, he threw them into the inner prison, and secured their feet in the stocks."
ACT	16	25	Narr_005: Acts	#11		5951	" {25} But about midnight Paul and Silas were praying and singing hymns to God, and the prisoners were listening to them."
ACT	16	26	Narr_005: Acts	#11		5952	" ||| DO NOT COMBINE |||*~*{SFX--Earthquake--Starts @ v26}*~**~* {26} Suddenly there was a great earthquake, so that the foundations of the prison were shaken."
ACT	16	26	Narr_005: Acts	#11		5953	" Immediately all the doors were opened, and everyone's bonds were loosened."
ACT	16	27	Narr_005: Acts	#11		5954	" {27} The jailer, being roused out of sleep and seeing the prison doors open, drew his sword and was about to kill himself."
ACT	16	27	Narr_005: Acts	#11		5955	" He thought that the prisoners had escaped. {28} But Paul cried out,"
ACT	16	28	Paul	#19		5956	" “Don't harm yourself, for we are all here!”"
ACT	16	29	Narr_005: Acts	#11		5957	" {29} He called for lights and sprang in, and, fell down trembling before Paul and Silas."
ACT	16	30	Narr_005: Acts	#11		5958	" {30} He brought them out and said,"
ACT	16	30	Jailer	#03		5959	" “Sirs, what must I do to be saved?”"
ACT	16	31	Narr_005: Acts	#11		5960	" {31} They said,"
ACT	16	31	Paul	#19		5961	" “Believe in the Lord Jesus Christ, and you will be saved, you and your household.”"
ACT	16	32	Narr_005: Acts	#11		5962	" {32} They spoke the word of the Lord to him, and to all who were in his house."
ACT	16	33	Narr_005: Acts	#11		5963	" {33} He took them the same hour of the night, and washed their stripes."
ACT	16	33	Narr_005: Acts	#11		5964	" He was immediately baptized, he and all his household."
ACT	16	34	Narr_005: Acts	#11		5965	" {34} He brought them up into his house, and set food before them."
ACT	16	34	Narr_005: Acts	#11		5966	" He rejoiced greatly with all his household, having believed in God."
ACT	16	35	Narr_005: Acts	#11		5967	" ||| DO NOT COMBINE |||*~*{Music--Ends before v35}*~**~* {35} But when it was day, the magistrates sent the sergeants, saying, “Let those men go.”"
ACT	16	36	Narr_005: Acts	#11		5968	" {36} The jailer reported these words to Paul, saying,"
ACT	16	36	Jailer	#03		5969	" “The magistrates have sent to let you go; now therefore come out, and go in peace.”"
ACT	16	37	Narr_005: Acts	#11		5970	" {37} But Paul said to them,"
ACT	16	37	Paul	#19		5971	" “They have beaten us publicly, without a trial, men who are Romans, and have cast us into prison!"
ACT	16	37	Paul	#19		5972	" Do they now release us secretly? No, most certainly, but let them come themselves and bring us out!”"
ACT	16	38	Narr_005: Acts	#11		5973	 {38} The sergeants reported these words to the magistrates.
ACT	16	38	Narr_005: Acts	#11		5974	 They were afraid when they heard that they were Romans.
ACT	16	39	Narr_005: Acts	#11		5975	" {39} They came to appease them, escorted them from the prison, and requested them, saying:"
